partName,partPrice,inStock,partRating,partReviews,PSNumber,MPNumber,partDescription,partSymptoms,partReplaces,partInstallation,partCompatible
Dishwasher Splash Shield Kit,13.67,True,4.9,9,PS2203346,154701001,"This splash shield kit is used in dishwashers and is attached to the lower front corners of the tub. The splash shield is used to prevent water from spraying past the door seal. If your dishwasher is leaking from the corners of the door gasket, replace this part. For this repair, the only tool needed is a flathead screwdriver. The measurements of this part are: 1.50 inches in length, 0.50 inches in width, 1.70 inches in height. It weighs 0.10 pounds. Remember to unplug your appliance from the power source as a safety precaution.",leaking,"AP4338941, 1465007, 154685101",https://www.youtube.com/watch?v=PLItjDPh-mI,"58714012405, 58714012406A, 58714012407A, 58714012408A, 58714012409B, 58714012410B, 58714013406, 58714013407A, 58714013408A, 58714013409A, 58714013410B, 58714013411B, 58714014405, 58714014406A, 58714014407A, 58714014408A, 58714014409B, 58714014410B, 58714019405, 58714019406A, 58714019407A, 58714019408A, 58714019409B, 58714019410B, 58714022200A, 58714023200A, 58714024200A, 58714028200A, 58714029200A, 58714102800"
Dishwasher GASKET TUB Stainless Steel,17.0,True,4.65,8,PS11721490,WD08X22095,,leaking,"AP5986342, WD08X20591, WD08X20675",Has no instructions,"CDT706P2M4S1, CDT706P2M5S1, CDT725SSF2SS, CDT725SSF4SS, CDT725SSF6SS, CDT725SSF7SS, CDT765SSF0SS, CDT765SSF1SS, CDT765SSF7SS, CDT800P2N0S1, CDT800P2N2S1, CDT800P2N3S1, CDT800P2N4S1, CDT800P2N5S1, CDT805M5N0S5, CDT805M5N2S5, CDT805M5N3S5, CDT805M5N4S5, CDT805P2N0S1, CDT805P2N1S1, CDT805P2N2S1, CDT805P2N3S1, CDT805P2N4S1, CDT805P2N5S1, CDT805P2N8S1, CDT835SMJ0DS, CDT835SMJ2DS, CDT835SMJ4DS, CDT835SMJ5DS, CDT835SSJ0SS"
Dishwasher Door Gasket with Strike - Black,76.36,True,4.65,62,PS5136129,W10542314,"This one-piece door gasket provides a water tight seal between the tub and the door, to keep water from leaking out of your dishwasher. If your dishwasher is leaking, tears, or there are gaps in your gasket, you may need to replace the door gasket. This black door gasket is made of rubber, includes a new latch strike plate for the door latch, and is a genuine OEM part.","leaking, not cleaning dishes properly, door latch failure, door won't close","AP5650274, 2409202, W10542314, 8268888, W10284090, W10300589, W10350162, W10542314VP",https://www.youtube.com/watch?v=2rxdEd2uJJc,"66213032K112, 66213273K112, 66513012K110, 66513012K111, 66513012K112, 66513012K113, 66513013K110, 66513013K111, 66513013K112, 66513013K113, 66513014K110, 66513014K111, 66513014K112, 66513014K113, 66513019K110, 66513019K111, 66513019K112, 66513019K113, 66513023K110, 66513023K111, 66513023K112, 66513023K113, 66513032K110, 66513032K111, 66513032K112, 66513032K113, 66513033K110, 66513033K111, 66513033K112, 66513033K113"
Dishwasher Lower Spray Arm,35.34,True,4.75,123,PS12585623,5304517203,"The Lower Spray Arm is used in your dishwasher to spray water and clean your dishes. If broken there will be visible damage or your dishes may no longer be cleaned properly. If your spray arm is broken (due to general wear or high heat), it should be replaced. Your lower spray arm will be located at the bottom of your dishwasher tub. Check your user manual and model number to ensure this model is right for you. This version is plastic and metal and comes in gray/blue. We recommend you wear work gloves to keep your hands safe when installing and disconnect power to the appliance. You will also want to make sure that you turn off the water supply to your dishwasher. From here, you will want to open the dishwasher, pull out the lower rack and set it aside. Remove the lower wash arm. On each side of the bottom of the spray arm, there are small locking tabs that can be pushed aside using a flathead screwdriver. Once released, the spray arm can easily be pulled off the dishwasher. Put the new lower wash arm in place and push it down to lock it in. Ensure it is spinning freely and does not hit the heating element. Return the lower dish rack into place and then close the dishwasher door.","not cleaning dishes properly, leaking, noisy, not draining","154250801, 154250901, 154281101, 154414101, 154414102, 154568001, 154568002, 5304506526",https://www.youtube.com/watch?v=HiQvsf7qtW4,"58714022200A, 58714023200A, 58714024200A, 58714028200A, 58714029200A, 58714102800, 58714153400, 58714154400, 58714209200, 58714309200, 58715102800, 58715102801, 58715103800, 58715103801, 58715104800, 58715104801, 58715109800, 58715109801, 58715159400, 58715169400, 58715232901A, 58715233901A, 58715234901A, 58715238901A, 58715239901A, 58715252400, 58715252401, 58715252402, 58715253400, 58715253401"
Dishwasher SPRAY ARM,26.8,True,4.7,71,PS12705424,5304518927,"This lower spray arm assembly is a device in your dishwasher that distributes water and detergent during the washing cycle. Its rotating motion sprays water in multiple directions, ensuring thorough cleaning. Typically, it is attached to a support or hub at the bottom of the dishwasher. When this part is broken, there are noticeable signs to be aware of. You might hear knocking or banging sounds coming from the dishwasher. The spray arm may be wobbly or unable to rotate. If a broken arm assembly is not replaced, your dishes may still have dirt on them even after a wash cycle. Additionally, leftover food residue can result in an unpleasant smell within the dishwasher. To remove the existing arm assembly, simply grasp the center of it and lift it up so that it unsnaps from your dishwasher. Please note that this OEM-sourced part is sold individually.","not cleaning dishes properly, leaking, noisy, not drying dishes properly","AP6810011, 154335802, 154414201, 154496901, 154496902, 154550002, 154567701, 154567702, 5304507175",https://www.youtube.com/watch?v=d6AvOkulk_g,"58714000100, 58714000101, 58714000102, 58714001990, 58714001991, 58714001992, 58714001993, 58714002990, 58714002991, 58714002992, 58714002993, 58714003100, 58714008001, 58714008002, 58714008003, 58714009100, 58714009101, 58714009102, 58714012400, 58714012407A, 58714012408A, 58714012409B, 58714012410B, 58714012411B, 58714012412B, 58714012413B, 58714012414B, 58714012416B, 58714013400, 58714013401"
Dishwasher Middle Spray Arm Kit,27.12,True,4.85,128,PS382824,675808,"This middle spray arm kit includes an upper spray arm, a holder or hanger, water supply tube or delivery tube, split ring seal, and a screw. The function of these parts is to spray water to all levels of the dishwasher so the dishes will come out completely clean. This kit has recently been redesigned. It does not include the upper support or mount, so consider ordering those parts as well if necessary. The spray arm is approximately 18 inches long, and all parts are white in colour. The only tool you will need to complete this repair is a Phillips screw driver.","not cleaning dishes properly, leaking, noisy, will not fill with water","AP3115182, 679719, 675808, 3378147, 3379644, 675808, 675808VP, 9742989, 9742992, 9742995, 9743210",https://www.youtube.com/watch?v=qXsuJ5xiGL0,"110773811, 110773812, 110773813, 110773881, 110773882, 110773883, 66515701890, 66515701891, 66515705890, 66515705891, 66515708890, 66515708891, 66515772990, 66515777990, 66515779990, 66515791791, 66515791792, 66515791793, 66515795790, 66515795791, 66515795792, 66515795793, 66515798792, 66515798793, 66515801890, 66515801891, 66515805890, 66515805891, 66515808890, 66515808891"
Dishwasher Lower Spray Arm Support,11.26,True,4.85,17,PS12712289,5304518968,"This lower spray arm is a genuine OEM part for various makes and models of dishwasher and is sold as an individual part. This part attaches to the lower spray assembly of your dishwasher and the lower spray arm itself clips into this part to facilitate its spinning movement during the washing cycle. To replace it, remove the spray arm by pulling it out, remove the surrounding circular clip and then twist to remove this bit. Made completely of plastic, this part measures approximately 3-inches deep, 2-inches wide, and 3.125-inches tall.","not cleaning dishes properly, noisy, leaking, not draining","154252101, 154292901, 154294101, 154294102, 5304506515",https://www.youtube.com/watch?v=-jek31AraoM,"004621710A, 004621711A, 58714022200A, 58714023200A, 58714024200A, 58714028200A, 58714029200A, 58714102800, 58714112400, 58714112401, 58714112402, 58714113400, 58714113401, 58714113402, 58714114400, 58714114401, 58714114402, 58714119400, 58714119401, 58714119402, 58714131100, 58714131101, 58714131102, 58714132100, 58714132101, 58714132102, 58714134100, 58714134101, 58714134102, 58714139100"
Dishwasher Lower Spray Arm,63.79,True,4.7,29,PS11770610,5304507158,"The spray arm rotates and sprays water to clean the dishes inside the dishwasher tub.

This part works with the following brands: Frigidaire, White Westinghouse, Kelvinator, Gibson, Kenmore, Sears, Tappan, & Electrolux.

Possible Repair Solution For:
Not cleaning properly, unusual noises, leaking water.","not cleaning dishes properly, leaking","AP6036393, 154821902, 154821903, 5304496935, 5304498139, 5304507159",https://www.youtube.com/watch?v=m8xZwWBmVFo,"004621710A, 004621711A, 804655850A, 804655851A, FGHD2465NB0A, FGHD2465NB1A, FGHD2465NB2A, FGHD2465NF0A, FGHD2465NF1A, FGHD2465NF2A, FGHD2465NW0A, FGHD2465NW1A, FGHD2465NW2A, FGID2466QB0A, FGID2466QB1A, FGID2466QB2A, FGID2466QB3A, FGID2466QB4A, FGID2466QB5A, FGID2466QB6A, FGID2466QB7A, FGID2466QD0A, FGID2466QD1A, FGID2466QD2A, FGID2466QF0A, FGID2466QF1A, FGID2466QF2A, FGID2466QF3A, FGID2466QF4A, FGID2466QF5A"
Dishwasher Lower Spray Arm,72.29,True,4.85,18,PS11770509,5304506660,"This spray arm is for dishwashers.

The spray arm rotates and sprays water to clean the dishes inside the dishwasher tub.

Wear work gloves to protect your hands during this repair.","not cleaning dishes properly, leaking","AP6038456, 154830302, 154830303, 5304496886, 5304496936, 5304506532, 5304507040",https://www.youtube.com/watch?v=TN6aJnO5YLA,"CDBEH960TD0A, CDBEH960TS0A, DGBD2438PF0A, DGBD2438PF1A, DGBD2438PF3A, DGBD2438PF4A, DGBD2438PF5A, DGBD2438PF6A, DGBD2438PF7A, DGBD2438PF8B, DGCD2444SA0A, DGCD2444SA1A, DGCD2444SA2A, DGCD2444SD0A, FFID2426TB0A, FFID2426TB1A, FFID2426TB2A, FFID2426TB3A, FFID2426TD0A, FFID2426TD1A, FFID2426TD2A, FFID2426TD3A, FFID2426TD4A, FFID2426TD5A, FFID2426TS0A, FFID2426TS1A, FFID2426TS2A, FFID2426TS3A, FFID2426TS4A, FFID2426TS5A"
Dishwasher ORBITAL SPRAYER,67.68,True,4.0,4,PS12717897,5304517982,"This orbital sprayer is an authentic OEM replacement part that is designed to fit with various models of dishwashers. It is blue in color and has a diameter of 8 inches. The sprayer is located at the bottom of the dishwasher beneath the lower dish rack. It is responsible for directing pressurized water and detergent onto dishes during the cleaning process. This ensures that the dishes are cleaned thoroughly and evenly. The orbital movement of the sprayer helps to maximize cleaning efficiency reaching into hard-to-reach places. Replacing the sprayer is a simple process, simply twist off the faulty sprayer and snap the new one into place.",not cleaning dishes properly,,https://www.youtube.com/watch?v=d6AvOkulk_g,"FGID2468UD0A, FGID2468UD1A, FGID2468UD2A, FGID2468UF0A, FGID2468UF1A, FGID2468UF2A, FGIP2468UD0A, FGIP2468UD1A, FGIP2468UD2A, FGIP2468UF0A, FGIP2468UF1A, FGIP2468UF2A"
Dishwasher Lower Spray Arm,60.74,True,4.85,18,PS11755592,WPW10491331,This is a lower spray arm for a dishwasher. The lower spray arm allows water to be spread evenly throughout the dishwasher tub with the proper force so dishes come out clean. This spray arm is gray in color and is about 20 inches long. You may need to replace this part if the water is not being distributed.,"not cleaning dishes properly, leaking","AP6022259, W10491331",https://www.youtube.com/watch?v=d6AvOkulk_g,"7WDF530PAYM3, 7WDF530PAYM4, 7WDF530PAYM5, 7WDF530PAYM6, 7WDF530PAYM7, 7WDT770PAYM3, 7WDT770PAYM4, 7WDT770PAYW3, 7WDT770PAYW4, 7WDT790SAYM2, 7WDT790SAYM3, 7WDT950SAYM1, 7WDT950SAYM2, 7WDT950SAYM3, ADB1400AGB3, ADB1400AGS2, ADB1400AGS3, ADB1400AGW3, ADB1400AMB0, ADB1400AMS0, ADB1400AMW0, ADB1500ADB1, ADB1500ADB2, ADB1500ADB3, ADB1500ADB4, ADB1500ADS1, ADB1500ADS2, ADB1500ADS3, ADB1500ADS4, ADB1500ADW1"
Dishwasher Center Spray Arm,54.26,True,4.65,11,PS11770527,5304506740,"This is an OEM center spray arm, which works with dishwashers.","not cleaning dishes properly, leaking","AP6036364, 5304498136",https://www.youtube.com/watch?v=d6AvOkulk_g,"004621710A, 004621711A, 804621670A, 804621671A, 804655850A, 804655851A, CDB350NB10B, CDB350NB3A, CDB350NB4A, CDB350NB5A, CDB350NB6B, CDB350NB7B, CDB350NB8B, CDB350NB9B, CDB350NW10B, CDB350NW3A, CDB350NW4A, CDB350NW5A, CDB350NW6B, CDB350NW7B, CDB350NW8B, CDB350NW9B, CDB500NB2A, CDB500NB3A, CDB500NB4A, CDB500NB5B, CDB500NS2A, CDB500NS3A, CDB500NS4A, CDB500NS5B"
Dishwasher Lower Spray Arm,85.61,True,5.0,2,PS11727921,W10837249,"This lower spray arm is an authentic OEM part that is compatible with dishwashers. It is found at the bottom of the dishwasher where it is attached to a rotating mechanism. When the dishwasher is in operation, water is pumped through the spray arm, which rotates to distribute this water through the dishwasher. This rotation ensures that water reaches all areas of the dishwasher tub for a thorough cleaning. If the spray arm is faulty, you may notice that some of your dishes are still dirty at the end of the cycle or you may hear unusual rattling noises while the dishwasher is running. The spray arm will need to be replaced if it can no longer function properly.","leaking, not cleaning dishes properly","AP5988717, W10629546, W10838302",https://www.youtube.com/watch?v=72iADz2ydqg,"WDF760SADB0, WDF760SADB1, WDF760SADB2, WDF760SADB3, WDF760SADM0, WDF760SADM1, WDF760SADM2, WDF760SADM3, WDF760SADT0, WDF760SADT1, WDF760SADT2, WDF760SADT3, WDF760SADW0, WDF760SADW1, WDF760SADW2, WDF760SADW3, WDF770SAFZ0, WDF770SAFZ1, WDF770SAFZ2, WDT750SAHB0, WDT750SAHM0, WDT750SAHV0, WDT750SAHW0, WDT750SAHZ0, WDT920SADE0, WDT920SADE1, WDT920SADE2, WDT920SADE3, WDT920SADH0, WDT920SADH1"
